runNo,evtNo,nJets,nLeptons,nBJets,category,mva,jetPt,jetEta,jetPhi,jetMass,jetMassSoftDrop,jetTau1,jetTau2,jetTau3,triggerBit
274157,430064283,2,0,1,1,0.358372,[ 365.38244629  293.11566162],[-1.21185005  0.70603162],[ 1.89783847 -1.21357906],[ 86.1625824   97.73204041],[ 77.64042664  92.23321533],[ 0.1457848   0.23864131],[ 0.06095713  0.094518  ],[ 0.04714346  0.08591729],[False  True  True False False False False False False False]
274157,429418669,2,0,0,0,0.276929,[ 323.1546936  295.7588501],[ 0.62236631 -2.31518245],[ 0.27803111  3.10621142],[ 102.5847702   120.09606934],[  94.13440704  109.62980652],[ 0.30097258  0.43920425],[ 0.16699204  0.21881884],[ 0.14379717  0.17754056],[False  True False False False False False False False False]
274157,429411947,2,0,1,1,0.271803,[ 327.26000977  300.64224243],[-0.7008329  0.9690119],[ 2.54453826 -0.57134831],[ 81.44056702  92.48300934],[ 64.14094543  88.0242157 ],[ 0.16516179  0.26230252],[ 0.10583937  0.10843164],[ 0.07057574  0.09336342],[False  True False False False False False False False False]
274157,430368154,2,0,1,1,0.339948,[ 441.71203613  355.23294067],[-1.76444173  0.41084167],[-1.49756789  1.6257962 ],[ 118.48438263  106.53546906],[ 105.938797    100.85504913],[ 0.21548244  0.20898047],[ 0.13016666  0.09471792],[ 0.09784376  0.06813695],[False  True  True False False False False False False False]
274157,428789341,2,0,0,0,0.0662431,[ 371.85675049  267.18249512],[ 1.31983197  1.75681758],[ 0.93096673 -2.12748361],[ 80.93367004  76.59925842],[ 54.64631653  64.7845459 ],[ 0.15132377  0.23282371],[ 0.10855835  0.1284277 ],[ 0.09846137  0.1052829 ],[False  True False False False False False False False False]
274157,429055596,2,0,0,0,0.434278,[ 694.30450439  536.68035889],[ 0.71947956 -0.49800313],[ 0.98604548 -1.83209872],[ 196.8371582   164.25149536],[ 176.58027649  155.25212097],[ 0.26505551  0.22337952],[ 0.0941046   0.10096865],[ 0.07536085  0.08613855],[ True False False False False False False False False False]
274157,429413823,2,0,0,0,0.175375,[ 514.42999268  230.08073425],[ 1.71502638 -1.32721734],[ 2.51609612 -1.12037075],[ 105.83595276   81.45485687],[ 54.07912445  75.44042206],[ 0.1483755   0.34426302],[ 0.12104355  0.14287549],[ 0.09120786  0.11736654],[ True  True  True False False False False False False False]
274157,429337447,2,0,1,0,0.336205,[ 549.29437256  416.92028809],[ 1.60508633  1.52986789],[ 2.55022502 -1.00979853],[ 270.07672119   96.46649933],[ 258.16671753   69.54331207],[ 0.51233667  0.2256815 ],[ 0.1736549   0.13075575],[ 0.1171068   0.10105208],[False  True  True False False False False False False False]
274157,430544176,2,0,0,0,0.864891,[ 479.93716431  342.19369507],[ 1.11797404 -2.11380386],[-2.29717302  1.14283323],[ 190.28729248  131.16714478],[ 178.6333313   115.47057343],[ 0.40086874  0.4055438 ],[ 0.10609981  0.27096361],[ 0.08308341  0.12587586],[ True  True  True False False False False False False False]
274157,430151470,2,0,0,0,0.273288,[ 298.56741333  245.89343262],[-1.55056858 -0.23121502],[ 0.7069304  -1.74886239],[  78.91758728  103.27198792],[  51.97716141  101.19136047],[ 0.24009703  0.32716966],[ 0.1675825   0.13263594],[ 0.10703113  0.11616471],[False  True False False False False False False False False]
274157,430483699,2,0,0,0,0.186441,[ 497.03726196  496.36236572],[-0.25671846 -0.59836441],[ 2.59499025 -0.55783123],[ 158.32719421   95.74908447],[ 152.85136414   69.95536804],[ 0.24700229  0.13704404],[ 0.09577472  0.10242069],[ 0.0691094   0.07987568],[ True  True  True False False False False False False False]
274157,429991091,2,0,0,1,0.218827,[ 383.05593872  347.68731689],[ 0.21454629 -0.60559171],[ 1.95449698 -1.39295959],[  86.83417511  131.94877625],[  59.06390762  125.78047943],[ 0.17155509  0.37791348],[ 0.10378823  0.17163731],[ 0.08884538  0.14062224],[False  True  True False False False False False False False]
274157,429086332,2,0,0,0,0.548403,[ 530.53216553  491.4303894 ],[-2.32476568 -0.52558672],[-2.54245687  0.55814338],[ 123.6732254  148.224823 ],[  85.98793793  137.55799866],[ 0.21375157  0.27068362],[ 0.08323503  0.09446073],[ 0.07400158  0.07392713],[ True False False False False False False False False False]
274157,430228181,2,0,0,0,0.308326,[ 325.62799072  291.61828613],[ 1.8005724   2.33817339],[ 2.32553554 -0.8846463 ],[  88.72705841  136.60600281],[  76.73713684  135.77650452],[ 0.22881228  0.50159889],[ 0.107126    0.15458035],[ 0.09432177  0.13033125],[False  True False False False False False False False False]
274157,430227270,2,0,0,0,0.284147,[ 369.93164062  303.35281372],[ 0.69181246 -0.05057237],[-1.94911194  1.08723187],[ 119.47523499   93.55130768],[ 109.97542572   88.18492126],[ 0.34809083  0.21370284],[ 0.08741571  0.12595515],[ 0.0732225   0.10299482],[False  True  True False False False False False False False]
274157,429567876,2,0,0,0,0.110349,[ 329.05587769  277.43533325],[ 0.05555657  0.30587423],[ 0.97791553 -2.21878791],[ 94.71648407  84.61855316],[ 86.73371124  78.98963928],[ 0.23275171  0.24428323],[ 0.13629989  0.13775066],[ 0.11238758  0.11431628],[False  True False False False False False False False False]
274157,430047139,2,0,0,0,0.045278,[ 354.69396973  334.42306519],[ 0.54554921 -1.09617078],[ 2.85357308 -0.28553912],[ 83.10401917  89.76608276],[ 74.19678497  83.42713165],[ 0.19955733  0.19364849],[ 0.12269706  0.13995299],[ 0.09788336  0.11649704],[False  True  True False False False False False False False]
274157,429035667,2,0,1,1,0.21454,[ 373.47134399  306.7331543 ],[-0.93377924  1.8834883 ],[ 1.86310971 -1.28249681],[  91.82637024  101.19441986],[ 86.75738525  75.16261292],[ 0.13767327  0.27492008],[ 0.07480177  0.14767475],[ 0.06355461  0.11212189],[False  True  True False False False False False False False]
274157,429579466,2,0,0,0,0.435831,[ 417.64816284  396.35250854],[-2.32146263  0.20399033],[-1.65711403  1.05469286],[ 121.38900757  155.18710327],[  94.21631622  155.10484314],[ 0.30057773  0.44042227],[ 0.1059541   0.11310992],[ 0.09169818  0.09878083],[ True  True  True False False False False False False False]
274157,429640450,2,0,0,0,0.16778,[ 301.80886841  288.37802124],[-0.32946011  1.13093746],[-2.26651049  0.90389824],[ 96.75476837  78.22022247],[ 86.18498993  54.23707962],[ 0.34687105  0.24750498],[ 0.18646236  0.17073809],[ 0.14377704  0.1475585 ],[False  True False False False False False False False False]
274157,429520961,3,0,0,0,0.255759,[ 647.80554199  469.86239624  426.43023682],[ 0.22262323 -0.6320563   0.69366437],[ 2.29492688 -0.20152655 -1.76196575],[ 138.93199158  148.489151    105.46817017],[ 132.89744568  141.30690002   80.30437469],[ 0.10743932  0.24037437  0.25429708],[ 0.04667338  0.17385121  0.09813034],[ 0.04154187  0.11140087  0.08203916],[ True  True  True False False False False False False False]
274157,429345263,2,0,0,0,0.251699,[ 447.88418579  216.42108154],[-0.39600253 -2.35577798],[ 1.04862297 -2.20541859],[ 103.00712585   80.8980484 ],[ 73.7183609   78.00045013],[ 0.2134586   0.28854406],[ 0.10444641  0.12681285],[ 0.0929608   0.10571509],[False  True  True False False False False False False False]
274157,430316261,3,0,0,0,0.237829,[ 483.30178833  220.59564209  202.80804443],[-0.21149737 -0.3911761  -1.25862861],[-0.19418399  2.64451671 -2.74395943],[ 98.47099304  93.67685699  75.6862793 ],[ 54.46649551  95.33721924  70.53359985],[ 0.14549634  0.36383042  0.37521687],[ 0.08631837  0.14915138  0.18315348],[ 0.06882369  0.12724131  0.14132492],[ True False False False False False False False False False]
274157,430491500,2,0,0,1,0.213968,[ 428.67828369  255.68255615],[-1.56359887 -0.65008968],[-2.2949996   1.77687788],[ 160.35032654   82.86010742],[ 147.67703247   75.54125214],[ 0.31909832  0.26205811],[ 0.19334808  0.14948733],[ 0.13961898  0.13322811],[False  True  True False False False False False False False]
274157,430058097,2,0,0,0,0.113462,[ 351.09786987  326.50750732],[-1.48243058 -0.35044485],[ 0.09967463 -3.08542514],[ 87.44172668  76.72827148],[ 78.46555328  69.42983246],[ 0.1574612   0.13907167],[ 0.06820031  0.08349767],[ 0.06026447  0.0673974 ],[False  True  True False False False False False False False]
274157,429104049,2,0,0,0,0.138432,[ 427.45336914  342.39779663],[ 1.22417998 -1.18787146],[ 2.7339828  -0.43462437],[ 115.61588287  118.27064514],[  97.51542664  109.30709076],[ 0.22553113  0.30941424],[ 0.16798614  0.21372779],[ 0.1443145   0.14370033],[False  True False  True False False False False False False]
274157,429991976,2,0,1,0,0.404734,[ 496.86746216  434.54556274],[-0.8372972  0.2210089],[ 0.18788639 -2.91846013],[ 192.80645752  130.77145386],[ 179.53901672  114.14543915],[ 0.36190563  0.25255278],[ 0.18954238  0.09887823],[ 0.14274189  0.09093777],[False  True  True False False False False False False False]
274157,429882837,2,0,1,1,0.106627,[ 675.48187256  598.08190918],[ 0.12053849  1.35391152],[-0.9402644   2.15926266],[ 196.0531311   137.63270569],[ 101.24663544  114.95449829],[ 0.261491    0.15772147],[ 0.18822931  0.08367965],[ 0.1517121   0.07110371],[ True  True  True False False False False False False False]
274157,430329624,3,0,1,0,0.0396929,[ 376.23587036  275.28140259  250.54495239],[-0.78342742  0.37378249  0.39766401],[ 0.96561992 -2.8970418  -1.17419648],[ 90.03340912  74.27597809  71.59663391],[ 61.89701462  50.75637817  67.29471588],[ 0.16769406  0.26275387  0.19249041],[ 0.10709224  0.18350108  0.10805146],[ 0.09895297  0.15945879  0.09506797],[False  True  True False False False False False False False]
274157,430247550,2,0,0,0,0.145873,[ 344.39907837  318.05487061],[ 1.39449394  0.04876292],[ 1.37520635 -1.81475568],[ 113.33932495   95.96713257],[ 100.21191406   95.2935257 ],[ 0.34272629  0.23628193],[ 0.15010363  0.14509904],[ 0.12823685  0.12858254],[False  True False False False False False False False False]
274157,429201141,2,0,0,0,0.869394,[ 382.09655762  301.34561157],[-0.30371347 -0.83790809],[-1.91332245  1.20148849],[ 129.78450012   82.61621094],[ 122.61745453   78.97274017],[ 0.33860198  0.16797391],[ 0.15684983  0.07054763],[ 0.07756002  0.05851665],[False  True  True False False False False False False False]
274241,7075753,2,0,0,0,0.341135,[ 478.02606201  419.98562622],[-1.9089247   0.30102894],[ 2.10043621 -1.2915684 ],[ 104.9879303   125.98001862],[  74.82484436  120.88285828],[ 0.21988989  0.18650159],[ 0.07978397  0.08983073],[ 0.06317052  0.08222996],[ True  True  True False False False False False False False]
274241,5743862,2,0,1,1,0.55774,[ 509.61825562  389.66778564],[-0.38400766 -2.0090456 ],[-1.11234426  2.45427108],[ 177.85215759  127.23639679],[ 174.01115417   94.37924194],[ 0.30604926  0.3589927 ],[ 0.22601683  0.20121722],[ 0.14144541  0.132589  ],[ True  True  True False False False False False False False]
274241,5269544,2,0,1,1,0.486145,[ 713.71643066  272.82092285],[-1.59578395  0.67421645],[ 0.43271938 -0.97931898],[ 210.50642395   70.42633057],[ 203.68595886   62.55605698],[ 0.29924005  0.18029815],[ 0.17473927  0.07491812],[ 0.11600452  0.06667168],[ True  True  True False False False False False False False]
274241,6512195,2,0,0,0,0.690902,[ 449.0836792   309.77780151],[-0.43481264  2.21593189],[-0.56694287  2.99674368],[ 139.31126404  129.79273987],[ 121.79536438  121.51259613],[ 0.31173924  0.45917341],[ 0.18737538  0.23463352],[ 0.10382068  0.1848665 ],[False  True  True False False False False False False False]
274241,5854816,2,0,0,1,0.40616,[ 282.10772705  248.40415955],[-0.47942626 -0.13754715],[-1.24722874  1.80176222],[ 68.4002533  95.4876709],[ 51.90097046  94.49192047],[ 0.24590103  0.36932939],[ 0.11079465  0.13719195],[ 0.09522667  0.10968903],[False  True False False False False False False False False]
274241,6740000,2,0,0,0,0.69499,[ 606.68505859  514.44818115],[ 0.16537906 -1.99496126],[-1.40459812  1.86282933],[ 106.51477051  172.42008972],[  82.16868591  164.34240723],[ 0.15435159  0.32153723],[ 0.06972454  0.07012247],[ 0.04540944  0.05175563],[ True  True  True False False False False False False False]
274241,5323211,2,0,0,0,0.56145,[ 341.09127808  298.69329834],[-0.30706996 -1.01927745],[ 1.60846663 -1.57934916],[ 112.77112579   75.75736237],[ 108.82363129   57.04513168],[ 0.34496552  0.22425275],[ 0.22713752  0.11895041],[ 0.1259193   0.10519318],[False  True False False False False False False False False]
274241,5585902,2,0,0,0,0.499772,[ 365.20098877  255.46379089],[ 1.46549416  0.44939727],[ 0.52542675 -2.81100726],[  88.35405731  104.17012024],[ 73.44535065  82.84992981],[ 0.20254883  0.3954629 ],[ 0.11853465  0.20264257],[ 0.08980736  0.13597797],[False  True  True False False False False False False False]
274241,6594951,2,0,0,0,0.450606,[ 318.01538086  283.02633667],[ 0.93943328  1.62934625],[-2.24802208  0.96021944],[ 102.96113586   98.87347412],[ 99.84776306  82.61444855],[ 0.26123786  0.37711948],[ 0.16353093  0.25176251],[ 0.12642708  0.15448704],[False  True False False False False False False False False]
274241,5730028,2,0,1,1,0.0288079,[ 273.23248291  272.5461731 ],[ 1.95407128 -0.48053378],[ 2.86781287 -0.13419813],[ 69.92901611  71.09860992],[ 50.05241013  54.32633972],[ 0.19904065  0.21749283],[ 0.15449528  0.14127694],[ 0.13975865  0.12076228],[False  True False False False False False False False False]
274241,6912236,2,0,0,0,0.315808,[ 423.7444458   392.02761841],[-1.22709799  0.60999125],[-2.21078682  0.49645293],[ 122.09067535  102.15106201],[ 106.01841736   81.99671173],[ 0.30393228  0.25736487],[ 0.14547692  0.147855  ],[ 0.11070734  0.10898479],[False  True  True False False False False False False False]
274241,6410412,2,0,1,0,0.0764265,[ 460.50759888  453.14910889],[-1.36277759  1.11911225],[ 0.52054328 -2.62846923],[ 116.29942322  123.98795319],[  79.28699493  112.72783661],[ 0.19599535  0.17930841],[ 0.13292813  0.10848323],[ 0.11142462  0.07972079],[False  True  True False False False False False False False]
274241,6779553,2,0,1,0,0.476105,[ 528.49371338  440.54882812],[ 0.88529074 -0.49664927],[ 3.03794336 -0.56689668],[ 240.67739868  120.28279877],[ 227.63656616   73.4671936 ],[ 0.5178141   0.24160045],[ 0.20570678  0.16978373],[ 0.11253867  0.14455901],[ True  True  True False False False False False False False]
274241,5787769,2,0,0,0,0.333735,[ 324.38632202  299.34262085],[ 1.56436729 -0.13596983],[ 0.11725767  2.80567598],[  78.48245239  103.50798798],[ 65.7765274   96.64696503],[ 0.23634432  0.3260594 ],[ 0.13877738  0.15836017],[ 0.10410008  0.1161597 ],[False  True  True False False False False False False False]
274241,6827760,2,0,0,0,0.181912,[ 337.04211426  323.12091064],[ 0.76511067  0.72126412],[ 1.14169264 -2.39482355],[ 136.66040039   85.16710663],[ 127.64576721   74.90201569],[ 0.35324726  0.20431538],[ 0.20161653  0.13709465],[ 0.15972526  0.11212923],[False  True False  True False False False False False False]
274241,6057010,2,0,1,1,0.730124,[ 304.19628906  287.52761841],[ 0.27018562  2.28589749],[ 0.12402507 -3.01084685],[  78.6842804   137.84649658],[  74.81208038  130.38008118],[ 0.15415116  0.49066702],[ 0.04938358  0.27786481],[ 0.03945313  0.19604327],[False  True False False False False False False False False]
274241,6451116,2,0,0,1,0.128163,[ 605.90124512  334.20608521],[ 0.50121689 -0.58451122],[ 0.52484393 -2.8695786 ],[ 195.18452454  104.63980103],[ 143.55561829   99.38601685],[ 0.285355    0.22113079],[ 0.1348069   0.12661625],[ 0.11979461  0.11311945],[ True  True  True False  True False False False False False]
274241,6236404,2,0,1,0,0.278031,[ 325.68701172  291.69049072],[-0.1408736   0.12101867],[ 1.37333894 -2.06238294],[ 118.16418457   95.88589478],[ 112.65515137   93.22054291],[ 0.29037535  0.27402428],[ 0.13633825  0.18067861],[ 0.12989745  0.1022585 ],[False  True False False False False False False False False]
274241,6163152,2,0,0,1,0.594839,[ 410.01150513  368.43099976],[ 1.02118945  1.65557241],[ 1.67841852 -1.47231007],[ 158.34805298  106.907547  ],[ 143.13088989   82.43320465],[ 0.40675974  0.29278234],[ 0.20701016  0.11396537],[ 0.13846973  0.09842394],[False  True  True False False False False False False False]
274241,6407628,2,0,0,0,0.232719,[ 321.87609863  294.32498169],[-2.23284554 -0.21570089],[ 0.08343502 -3.0434134 ],[ 72.64621735  89.28180695],[ 60.25257874  81.48960876],[ 0.13609114  0.33148909],[ 0.07856835  0.13147652],[ 0.06026018  0.11718521],[False  True False False False False False False False False]
274241,6071889,3,0,0,0,0.0303079,[ 708.80206299  593.26068115  528.45251465],[-0.01891273 -0.14764024  0.63229156],[-2.09926391  0.77285278  2.05627728],[ 115.57772827  152.82067871  154.65882874],[  51.11980057   99.49377441  149.95254517],[ 0.10945076  0.1979496   0.22989285],[ 0.09661366  0.16863333  0.13930811],[ 0.07125408  0.12866935  0.077244  ],[ True  True  True False False False False False False False]
274241,5372169,2,0,0,1,0.130419,[ 416.84033203  398.76391602],[-0.87314957  0.32726121],[-2.92032146  0.75943792],[  93.7715683   127.59855652],[ 51.69072342  82.90299225],[ 0.19033742  0.21138196],[ 0.11255869  0.14287087],[ 0.09955673  0.08952546],[False  True  True False False False False False False False]
274241,6569941,2,0,0,0,0.208804,[ 323.28353882  310.93634033],[-2.32702136  0.06955671],[-1.64496076  1.50242352],[ 88.18264771  85.13939667],[ 60.33908463  81.29699707],[ 0.19514106  0.22379054],[ 0.14605717  0.12294056],[ 0.13347147  0.07157214],[False  True  True False False False False False False False]
274241,6524194,2,0,0,1,0.297487,[ 508.27194214  346.68634033],[-0.78860664  0.15213504],[ 1.77236092 -1.4505285 ],[  94.70515442  137.80970764],[  50.96638489  137.68241882],[ 0.16760674  0.45552787],[ 0.08668856  0.10020829],[ 0.06858582  0.08805635],[ True  True  True False  True False False False False False]
274241,5670732,2,0,0,0,0.125032,[ 379.23410034  328.33990479],[-0.83071685 -0.08768436],[ 2.31476402 -0.93895876],[ 150.34388733   89.67082977],[ 142.84751892   82.93070984],[ 0.39654019  0.19615844],[ 0.1823965   0.14361084],[ 0.1664772   0.10533433],[False  True False False False False False False False False]
274241,6718283,2,0,1,1,0.0432016,[ 352.18606567  319.39169312],[-0.31060329  0.47585341],[ 2.39675593 -0.73589325],[ 92.46232605  73.06210327],[ 68.64789581  59.00280762],[ 0.20261092  0.16220556],[ 0.14583859  0.13012926],[ 0.10427562  0.10084464],[False  True False False False False False False False False]
